               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.023132,             0.01163,                   0,             0.83707,             0.78181,             0.82057,             0.41377,            0.029265,            0.011689,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.023292,            0.012032,                   0,             0.78875,             0.75756,             0.78034,             0.38262,            0.029049,            0.011318,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.023302,            0.011604,                   0,             0.83925,             0.70531,              0.7828,             0.38573,            0.030416,            0.012049,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.023177,            0.011619,                   0,             0.78585,             0.77053,             0.79488,             0.39487,            0.029606,            0.011357,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.022449,            0.011614,                   0,             0.78037,             0.76087,             0.79595,             0.39403,            0.029391,             0.01146,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.022403,             0.01145,                   0,             0.81783,             0.75362,             0.80508,             0.39742,            0.029009,            0.011101,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.023437,            0.011434,                   0,             0.76334,             0.76812,             0.77878,             0.39353,            0.029533,            0.011667,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.022516,            0.011111,                   0,             0.85242,             0.66667,             0.77974,             0.38978,            0.028662,             0.01273,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.022148,            0.011431,                   0,             0.81425,              0.7657,             0.79584,             0.39315,            0.028326,            0.011736,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.022411,            0.011641,                   0,             0.81979,             0.76329,             0.81277,             0.40814,            0.029155,            0.011842,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.02294,            0.011532,                   0,             0.80039,             0.71674,              0.7871,             0.39463,            0.029163,            0.011572,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.023436,            0.011671,                   0,             0.80592,             0.75226,             0.79951,             0.41262,            0.029338,            0.011328,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.022013,            0.011789,                   0,             0.79193,             0.76329,             0.79223,              0.4059,            0.029163,            0.011423,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.021901,            0.011353,                   0,             0.82089,             0.71498,             0.79602,             0.39911,             0.02966,            0.011824,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.023273,            0.012003,                   0,              0.8006,             0.74155,             0.79708,             0.40002,            0.029442,            0.011768,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.022991,            0.011884,                   0,             0.81915,             0.73671,             0.80383,             0.39975,            0.029349,             0.01176,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.021822,            0.010965,                   0,             0.84215,             0.77295,             0.84114,             0.42586,            0.029046,            0.010861,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.022388,            0.011588,                   0,             0.79028,             0.78261,             0.81972,              0.4166,            0.028591,            0.011447,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.021561,             0.01127,                   0,             0.80002,             0.78261,             0.83072,             0.42291,            0.028659,            0.010783,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.021797,            0.010933,                   0,             0.84533,             0.72705,              0.8022,              0.4162,            0.029488,            0.012147,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.021296,            0.010641,                   0,             0.79944,             0.76087,             0.80476,             0.41877,            0.029179,            0.011455,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.020888,            0.011229,                   0,             0.78966,              0.7436,             0.80162,              0.4168,            0.029495,            0.012022,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.020968,            0.010964,                   0,             0.80525,             0.76087,             0.81786,             0.41341,            0.029456,            0.011432,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.020436,            0.010292,                   0,             0.81254,             0.77778,             0.82153,             0.42384,            0.029416,            0.011364,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.020923,            0.010518,                   0,             0.81883,             0.76419,             0.80883,             0.41777,            0.029941,            0.011719,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.019695,            0.010283,                   0,             0.81216,             0.78502,             0.82846,             0.43098,            0.028835,            0.011394,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.020867,            0.010523,                   0,             0.81347,             0.79006,             0.82301,             0.41892,            0.029212,            0.011417,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.020336,            0.010595,                   0,             0.80107,             0.76839,             0.81026,             0.41336,            0.028842,            0.011587,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.020294,            0.010492,                   0,             0.81718,             0.74638,             0.80269,             0.40454,            0.029005,            0.011595,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.019647,            0.010504,                   0,             0.84228,             0.78689,             0.82957,             0.42155,            0.029026,            0.011111,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.020138,            0.010755,                   0,             0.82103,             0.76462,             0.82269,             0.42122,            0.029649,            0.011814,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.020271,             0.01037,                   0,             0.82574,             0.75845,             0.82215,             0.42512,            0.029587,            0.011404,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.019771,            0.010387,                   0,             0.82946,             0.75121,              0.8172,             0.42201,            0.028983,             0.01168,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.020384,            0.010418,                   0,             0.82302,             0.79227,             0.81623,             0.41744,             0.02903,            0.011845,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.019483,            0.010174,                   0,             0.84023,             0.74949,             0.82393,             0.42203,            0.029287,             0.01199,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.020204,            0.010048,                   0,             0.82134,             0.76087,             0.81395,             0.42374,            0.029568,            0.011947,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.020009,            0.010172,                   0,             0.81669,             0.77778,             0.82446,             0.43219,             0.02912,            0.011713,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.019117,            0.010077,                   0,             0.82727,             0.77511,             0.82306,             0.42446,            0.029151,             0.01222,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.019312,            0.010308,                   0,             0.86696,             0.73671,             0.82782,             0.43406,            0.028899,            0.012164,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.018849,           0.0097469,                   0,             0.83152,             0.74879,             0.82603,             0.42516,            0.028664,             0.01254,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.018834,            0.009885,                   0,             0.82986,             0.73188,             0.81508,              0.4257,            0.029119,            0.012879,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.018603,            0.010198,                   0,             0.86335,             0.74879,             0.82806,             0.42327,            0.028868,            0.012184,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.018164,            0.009819,                   0,             0.81288,             0.75604,             0.83146,             0.42972,            0.028529,            0.012081,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.018297,           0.0098237,                   0,             0.85304,             0.75713,             0.83022,             0.41953,            0.028703,             0.01222,                   0,            0.002476,            0.002476,            0.002476
                  78,             0.01822,           0.0096369,                   0,             0.80029,             0.77435,             0.81577,             0.42064,             0.02862,            0.012462,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.017793,           0.0093804,                   0,             0.82285,             0.76296,             0.81061,             0.41566,            0.028688,            0.012505,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.017302,           0.0093941,                   0,             0.83845,             0.75216,             0.81848,               0.422,            0.029377,            0.012472,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.017828,           0.0095596,                   0,             0.82781,             0.75481,              0.8226,             0.42255,            0.029055,            0.012764,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.017587,           0.0093094,                   0,             0.84069,             0.71014,             0.79854,             0.41988,            0.029035,            0.013161,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.017586,           0.0095585,                   0,             0.80779,             0.76133,             0.80656,             0.41865,            0.029187,            0.012619,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.018382,           0.0096152,                   0,             0.80741,             0.76812,             0.81154,             0.42654,            0.029018,            0.012666,                   0,            0.001783,            0.001783,            0.001783
                  85,              0.0171,           0.0092852,                   0,             0.83198,             0.76329,              0.8253,             0.42999,            0.028803,            0.012474,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.017603,           0.0091646,                   0,             0.82706,             0.75121,             0.81741,             0.43583,            0.028808,            0.012609,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.017635,           0.0092722,                   0,             0.80788,             0.74879,             0.80792,             0.43143,            0.028672,            0.013109,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.016712,           0.0090121,                   0,             0.86404,             0.73913,              0.8171,             0.42743,            0.028721,            0.012639,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.017079,           0.0093501,                   0,             0.81897,             0.77586,             0.82845,             0.43737,            0.028565,            0.012534,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.016255,           0.0087304,                   0,             0.83887,             0.76329,             0.83166,             0.43865,            0.028556,             0.01248,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.016249,           0.0088547,                   0,             0.82593,             0.78986,             0.82664,             0.43799,            0.028215,            0.012462,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.016373,           0.0089641,                   0,             0.80539,             0.78261,             0.82381,             0.44011,            0.028259,            0.012537,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.016203,           0.0091309,                   0,              0.8218,             0.78019,             0.82392,             0.43981,            0.028304,            0.012818,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.017934,           0.0089824,                   0,             0.82791,             0.75604,             0.82032,             0.44193,            0.028295,             0.01313,                   0,            0.000793,            0.000793,            0.000793
                  95,             0.01646,           0.0087766,                   0,             0.83019,             0.75604,             0.81791,             0.43827,            0.028575,            0.013234,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.016203,           0.0088312,                   0,             0.83949,             0.75362,             0.82419,             0.44092,            0.028546,             0.01296,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.015774,           0.0092128,                   0,             0.84298,             0.76812,             0.82761,             0.44024,            0.028489,            0.012829,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.016345,           0.0087318,                   0,             0.82242,             0.77186,             0.82168,             0.44057,            0.028415,            0.012761,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.015775,           0.0088919,                   0,             0.84744,             0.76479,             0.83013,             0.44019,            0.028511,            0.012718,                   0,            0.000298,            0.000298,            0.000298
